acceleration,author_author_img,author_description,author_image_url,author_influence_level,author_name,author_nick,author_topsy_author_url,author_type,author_url,firstpost_date,highlight,influential,metrics,momentum,peak,score,title,trackback_date,trackback_total,type,url
60,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/77625576/esa_normal.jpg,"The Ecological Society of America is a nonprofit organization founded in 1915. Check back for updates on membership, meetings, blogs, podcasts, and more!",http://a0.twimg.com/profile_images/77625576/esa_normal.jpg,0,Ecological Society,esa_org,http://topsy.com/twitter/esa_org?utm_source=otter,twitter,http://twitter.com/esa_org,"Aug 09, 2012 02:05 (UTC)",#ESA2012 AB Swanson: http://t.co/pouoMpdp lets volunteers identify wildlife images that computers are incapable of. 1 mil pix ID&#39;d,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,12,8.71815,#ESA2012 AB Swanson: http://t.co/pouoMpdp lets volunteers identify wildlife images that computers are incapable of. 1 mil pix ID&#39;d,"Aug 09, 2012 02:05 (UTC)",3,tweet,http://twitter.com/esa_org/status/233350836934295552
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1389336556/0167_normal.png,"Holly Bik is postdoctoral researcher in marine genomics, working in Jonathan Eisen's lab at the University of California Davis. ",http://a0.twimg.com/profile_images/1389336556/0167_normal.png,7,Holly Bik,dr_bik,http://topsy.com/twitter/dr_bik?utm_source=otter,twitter,http://twitter.com/dr_bik,"Aug 05, 2012 03:23 (UTC)",Photo: Is this Pabst Blue Ribbon hipster instagranmed enough for you? #esa2012 (Taken with Instagram at... http://t.co/OMai5CiV,0,,0,0,8.71902,Photo: Is this Pabst Blue Ribbon hipster instagranmed enough for you? #esa2012 (Taken with Instagram at... http://t.co/OMai5CiV,"Aug 05, 2012 03:23 (UTC)",1,tweet,http://twitter.com/dr_bik/status/231953666209353728
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/993713484/carlboettiger_normal.jpg,"Theoretical ecology & evolution, open science, hpc, active learning. http://www.carlboettiger.info",http://a0.twimg.com/profile_images/993713484/carlboettiger_normal.jpg,6,Carl Boettiger,cboettig,http://topsy.com/twitter/cboettig?utm_source=otter,twitter,http://twitter.com/cboettig,"Aug 09, 2012 23:45 (UTC)",Yet another Science paper described at #esa2012 resilience session: warning signals in yeast dynamics http://t.co/QRGwSH2x,0,,0,0,8.71945,Yet another Science paper described at #esa2012 resilience session: warning signals in yeast dynamics http://t.co/QRGwSH2x,"Aug 09, 2012 23:45 (UTC)",1,tweet,http://twitter.com/cboettig/status/233710629960183810
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1385363656/TwitterPhoto_normal.jpg,"Assistant Director of Science Outreach at COMPASS. I talk about oceans, fish, deep-sea, science journalism, communication, & behavior",http://a0.twimg.com/profile_images/1385363656/TwitterPhoto_normal.jpg,7,LizNeeley,lizneeley,http://topsy.com/twitter/lizneeley?utm_source=otter,twitter,http://twitter.com/lizneeley,"Aug 07, 2012 20:53 (UTC)",Check out Jarrett Byrnes talk oncrowd-sourced funding and Scifund at #ESA2012 tomorrow in Growing Pains session http://t.co/cWf4HuY0,0,,0,0,8.7209,Check out Jarrett Byrnes talk oncrowd-sourced funding and Scifund at #ESA2012 tomorrow in Growing Pains session http://t.co/cWf4HuY0,"Aug 07, 2012 20:53 (UTC)",1,tweet,http://twitter.com/lizneeley/status/232942629879427072
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2112153714/Shanley_Lea_2_normal.jpg,Geospatial Wonkette,http://a0.twimg.com/profile_images/2112153714/Shanley_Lea_2_normal.jpg,6,Lea Shanley,geodatapolicy,http://topsy.com/twitter/geodatapolicy?utm_source=otter,twitter,http://twitter.com/geodatapolicy,"Aug 04, 2012 15:41 (UTC)",Also check out Citizen Science Central http://t.co/WJTfvIbh #ESA2012 #PPSR2012 #citizenscience,0,,0,0,8.72137,Also check out Citizen Science Central http://t.co/WJTfvIbh #ESA2012 #PPSR2012 #citizenscience,"Aug 04, 2012 15:41 (UTC)",1,tweet,http://twitter.com/geodatapolicy/status/231776939696865280
59,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/77625576/esa_normal.jpg,"The Ecological Society of America is a nonprofit organization founded in 1915. Check back for updates on membership, meetings, blogs, podcasts, and more!",http://a0.twimg.com/profile_images/77625576/esa_normal.jpg,0,Ecological Society,esa_org,http://topsy.com/twitter/esa_org?utm_source=otter,twitter,http://twitter.com/esa_org,"Aug 08, 2012 18:50 (UTC)",What the â€œworldâ€™s coolest algaeâ€ù tells us about the reasons for extinction - from @edyong209 #ESA2012 http://t.co/XjYOXOtA,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,12,8.72313,What the â€œworldâ€™s coolest algaeâ€ù tells us about the reasons for extinction - from @edyong209 #ESA2012 http://t.co/XjYOXOtA,"Aug 09, 2012 02:45 (UTC)",3,tweet,http://twitter.com/esa_org/status/233271661636489216
54,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/683512137/Jackie_normal.jpg,"PhD candidate studying paleoecology, climate change, and biogeography at UW Madison. Feminist, geek, bibliophile, foodie.",http://a0.twimg.com/profile_images/683512137/Jackie_normal.jpg,9,Jacquelyn Gill,jacquelyngill,http://topsy.com/twitter/jacquelyngill?utm_source=otter,twitter,http://twitter.com/jacquelyngill,"Aug 06, 2012 22:30 (UTC)",RT @KikaTarsi: Paint your nails PINK for #ESA2012. Post a picture and join the #pinkscience crew! http://t.co/O46JL7Hl,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,14,8.72399,RT @KikaTarsi: Paint your nails PINK for #ESA2012. Post a picture and join the #pinkscience crew! http://t.co/O46JL7Hl,"Aug 06, 2012 22:30 (UTC)",2,tweet,http://twitter.com/jacquelyngill/status/232604524655812608
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2488407090/1zt6ddkd1aym596gs363_normal.jpeg,"reconciliation ecologist, evolutionary biologist, cine buff, amateur nature photographer",http://a0.twimg.com/profile_images/2488407090/1zt6ddkd1aym596gs363_normal.jpeg,8,Madhusudan Katti,leafwarbler,http://topsy.com/twitter/leafwarbler?utm_source=otter,twitter,http://twitter.com/leafwarbler,"Aug 07, 2012 00:01 (UTC)",How the f would Chris Hedges even know abt ecosystems needing protecting if it not for scientists studying em? http://t.co/eKXQdXzA #ESA2012,0,,0,0,8.72412,How the f would Chris Hedges even know abt ecosystems needing protecting if it not for scientists studying em? http://t.co/eKXQdXzA #ESA2012,"Aug 07, 2012 00:01 (UTC)",1,tweet,http://twitter.com/leafwarbler/status/232627613179457537
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1091584203/HeadquartersTwitterlogo_normal.png,"The U.S. Fish and Wildlife Service (USFWS) is dedicated to the conservation, protection and enhancement of fish, wildlife and plants, and their habitats.",http://a0.twimg.com/profile_images/1091584203/HeadquartersTwitterlogo_normal.png,7,US Fish and Wildlife,usfwshq,http://topsy.com/twitter/usfwshq?utm_source=otter,twitter,http://twitter.com/usfwshq,"Aug 09, 2012 19:55 (UTC)","Prisoners do #citizenscience, help to save endangered butterfly http://t.co/7lPWm1kg a great #ESA2012 story from @edyong209",0,,0,0,8.72864,"Prisoners do #citizenscience, help to save endangered butterfly http://t.co/7lPWm1kg a great #ESA2012 story from @edyong209","Aug 09, 2012 19:55 (UTC)",1,tweet,http://twitter.com/usfwshq/status/233652643493474304
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2488407090/1zt6ddkd1aym596gs363_normal.jpeg,"reconciliation ecologist, evolutionary biologist, birdwatcher, teacher, cine buff, amateur nature photographer",http://a0.twimg.com/profile_images/2488407090/1zt6ddkd1aym596gs363_normal.jpeg,8,Madhusudan Katti,leafwarbler,http://topsy.com/twitter/leafwarbler?utm_source=otter,twitter,http://twitter.com/leafwarbler,"Aug 08, 2012 07:44 (UTC)",MT @jebyrnes: Conservation &amp; fisheries metrics largely agree when evaluating the status of marine fisheries. http://t.co/lktfgV1r #ESA2012,0,,0,0,8.7312,MT @jebyrnes: Conservation &amp; fisheries metrics largely agree when evaluating the status of marine fisheries. http://t.co/lktfgV1r #ESA2012,"Aug 08, 2012 07:44 (UTC)",1,tweet,http://twitter.com/leafwarbler/status/233106497167564800
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,"Aquatic/Landscape Ecologist, scientist, husband, father, friend, camper, backpacker, fisher, hunter, diver, community activist, geocacher, author, naturalist",http://a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,7,J. Osborne-Gowey,jeremiahosgo,http://topsy.com/twitter/jeremiahosgo?utm_source=otter,twitter,http://twitter.com/jeremiahosgo,"Aug 08, 2012 22:57 (UTC)",On my reading list! RT @jenedavison: @jebyrnes references excellent &quot;Reinventing Discovery&quot; book by M. Nielsen http://t.co/zZjjYN6v #ESA2012,0,,0,0,8.73201,On my reading list! RT @jenedavison: @jebyrnes references excellent &quot;Reinventing Discovery&quot; book by M. Nielsen http://t.co/zZjjYN6v #ESA2012,"Aug 08, 2012 22:57 (UTC)",1,tweet,http://twitter.com/jeremiahosgo/status/233336110095413248
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,"Aquatic/Landscape Ecologist, scientist, husband, father, friend, camper, backpacker, fisher, hunter, diver, community activist, geocacher, author, naturalist",http://a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,7,J. Osborne-Gowey,jeremiahosgo,http://topsy.com/twitter/jeremiahosgo?utm_source=otter,twitter,http://twitter.com/jeremiahosgo,"Aug 10, 2012 18:48 (UTC)","And before I forget, one of the quickest ways to get plugged into #sciencepolicy is via @ESA_org policy secion http://t.co/J1NEUkhf #ESA2012",0,,0,0,8.73406,"And before I forget, one of the quickest ways to get plugged into #sciencepolicy is via @ESA_org policy secion http://t.co/J1NEUkhf #ESA2012","Aug 10, 2012 18:48 (UTC)",1,tweet,http://twitter.com/jeremiahosgo/status/233998240423501825
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,"Aquatic/Landscape Ecologist, scientist, husband, father, friend, camper, backpacker, fisher, hunter, diver, community activist, geocacher, author, naturalist",http://a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,7,J. Osborne-Gowey,jeremiahosgo,http://topsy.com/twitter/jeremiahosgo?utm_source=otter,twitter,http://twitter.com/jeremiahosgo,"Aug 10, 2012 17:42 (UTC)",@usNOAAgov&#39;s C. Quinn: NOAA&#39;s scientific integrity policy was novel b/c it assured science not surpressed. #ESA2012 http://t.co/8ZvB6uBK,0,,0,0,8.7361,@usNOAAgov&#39;s C. Quinn: NOAA&#39;s scientific integrity policy was novel b/c it assured science not surpressed. #ESA2012 http://t.co/8ZvB6uBK,"Aug 10, 2012 17:42 (UTC)",1,tweet,http://twitter.com/jeremiahosgo/status/233981539589955585
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/325146272/epa_seal_small_trim_normal.gif,Office of Research & Development (ORD) is the scientific research arm of the US EPA.,http://a0.twimg.com/profile_images/325146272/epa_seal_small_trim_normal.gif,7,US EPA Research,eparesearch,http://topsy.com/twitter/eparesearch?utm_source=otter,twitter,http://twitter.com/eparesearch,"Aug 09, 2012 19:00 (UTC)",EPA&#39;s D. Sobota #ESA2012 session 8/10: Regional &amp; national sig. of biological nitrogen fixation by crops in US http://t.co/0GAa2VFQ,0,,0,0,8.7369,EPA&#39;s D. Sobota #ESA2012 session 8/10: Regional &amp; national sig. of biological nitrogen fixation by crops in US http://t.co/0GAa2VFQ,"Aug 09, 2012 19:00 (UTC)",1,tweet,http://twitter.com/eparesearch/status/233638937258754048
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,"Aquatic/Landscape Ecologist, scientist, husband, father, friend, camper, backpacker, fisher, hunter, diver, community activist, geocacher, author, naturalist",http://a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,7,J. Osborne-Gowey,jeremiahosgo,http://topsy.com/twitter/jeremiahosgo?utm_source=otter,twitter,http://twitter.com/jeremiahosgo,"Aug 10, 2012 17:26 (UTC)",MT @talksciencetome: Petes: recommends AAAS Policy Fellowship. Take 150 PhDs/yr. Inc tenured faculty/retirees http://t.co/KELCXFUB #ESA2012,0,,0,0,8.73823,MT @talksciencetome: Petes: recommends AAAS Policy Fellowship. Take 150 PhDs/yr. Inc tenured faculty/retirees http://t.co/KELCXFUB #ESA2012,"Aug 10, 2012 17:26 (UTC)",1,tweet,http://twitter.com/jeremiahosgo/status/233977654943047681
54,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/993713484/carlboettiger_normal.jpg,"Theoretical ecology & evolution, open science, hpc, active learning. http://www.carlboettiger.info",http://a0.twimg.com/profile_images/993713484/carlboettiger_normal.jpg,6,Carl Boettiger,cboettig,http://topsy.com/twitter/cboettig?utm_source=otter,twitter,http://twitter.com/cboettig,"Aug 07, 2012 17:04 (UTC)",Excellent #esa2012 session understand vs predict in modelling. Explores ecologist&#39;s v of Breiman&#39;s &quot;Two Cultures&quot; http://t.co/TIDL87hZ,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,14,10.2479,Excellent #esa2012 session understand vs predict in modelling. Explores ecologist&#39;s v of Breiman&#39;s &quot;Two Cultures&quot; http://t.co/TIDL87hZ,"Aug 07, 2012 17:04 (UTC)",2,tweet,http://twitter.com/cboettig/status/232885012209475584
80,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1162044893/ronpic_normal.JPG,"Knowledge ecologist, consultant, speaker and facilitator",http://a0.twimg.com/profile_images/1162044893/ronpic_normal.JPG,7,Ron Donaldson,rondon,http://topsy.com/twitter/rondon?utm_source=otter,twitter,http://twitter.com/rondon,"Aug 15, 2012 07:41 (UTC)",RT @JEcology: Data sharing in #ecology Storify from the #ESA2012 meeting  Ecologi... http://t.co/k2iwj3eJ,0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,6,10.2482,RT @JEcology: Data sharing in #ecology Storify from the #ESA2012 meeting  Ecologi... http://t.co/k2iwj3eJ,"Aug 15, 2012 07:41 (UTC)",2,tweet,http://twitter.com/rondon/status/235642438654521346
59,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2510220375/0udaj9m3oagmotf3qsnw_normal.png,"Escapes from thesis about games & depleted fisheries through Nicaraguan music & poetry, trapeze, @The_Food_Coop & Filipino teleseryes",http://a0.twimg.com/profile_images/2510220375/0udaj9m3oagmotf3qsnw_normal.png,0,Deborah Cleland,pezrojizo,http://topsy.com/twitter/pezrojizo?utm_source=otter,twitter,http://twitter.com/pezrojizo,"Aug 07, 2012 00:13 (UTC)","RT @jebyrnes: List of 371 ecology, evolution, and marine biology tweeps http://t.co/ztuchZuC #esa2012 #esasocial MSG me if you&#39;re not on",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,11,10.2492,"RT @jebyrnes: List of 371 ecology, evolution, and marine biology tweeps http://t.co/ztuchZuC #esa2012 #esasocial MSG me if you&#39;re not on","Aug 10, 2012 02:11 (UTC)",3,tweet,http://twitter.com/pezrojizo/status/232630313954717696
54,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1282988219/atDaXingGuo_normal.jpg,girl. biologist. rider of bikes. lover of cupcakes.,http://a0.twimg.com/profile_images/1282988219/atDaXingGuo_normal.jpg,6,GAllington,gigi_rose,http://topsy.com/twitter/gigi_rose?utm_source=otter,twitter,http://twitter.com/gigi_rose,"Aug 07, 2012 17:53 (UTC)",Join the discussion on retention of women &amp; minority students in ecology! WK26: C123 11:30-1:15 today!! #esa2012 #esa2012students,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,14,10.2496,Join the discussion on retention of women &amp; minority students in ecology! WK26: C123 11:30-1:15 today!! #esa2012 #esa2012students,"Aug 07, 2012 18:12 (UTC)",2,tweet,http://twitter.com/gigi_rose/status/232897245182308352
44,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2430316266/q4elus3qxs6jhglkkneq_normal.jpeg,"I help people who love science tell their stories. Writer, editor, connector, mastermind.",http://a0.twimg.com/profile_images/2430316266/q4elus3qxs6jhglkkneq_normal.jpeg,0,Eve Rickert,talksciencetome,http://topsy.com/twitter/talksciencetome?utm_source=otter,twitter,http://twitter.com/talksciencetome,"Aug 04, 2012 17:54 (UTC)","Terry Root: huge explosion of data coming. W smartphones w cameras, we can use data we used to have to throw away. #PPSR2012 #ESA2012",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17,10.2509,"Terry Root: huge explosion of data coming. W smartphones w cameras, we can use data we used to have to throw away. #PPSR2012 #ESA2012","Aug 04, 2012 17:54 (UTC)",2,tweet,http://twitter.com/talksciencetome/status/231810412302184449
60,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,"Practicing science synthesis and communication for UW College of the Environment. Fueled by science, yoga, wild places, husband, dogs, gardens, wonderment, joy",http://a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,0,Jen Davison,jenedavison,http://topsy.com/twitter/jenedavison?utm_source=otter,twitter,http://twitter.com/jenedavison,"Aug 09, 2012 18:18 (UTC)","Comment in IPBES discussion: if ecologists frame ecosys svcs in terms the market understands, then policymakers will understand. #ESA2012",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,12,10.256,"Comment in IPBES discussion: if ecologists frame ecosys svcs in terms the market understands, then policymakers will understand. #ESA2012","Aug 09, 2012 18:18 (UTC)",2,tweet,http://twitter.com/jenedavison/status/233628296959643649
77,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2488407090/1zt6ddkd1aym596gs363_normal.jpeg,"reconciliation ecologist, evolutionary biologist, cine buff, amateur nature photographer",http://a0.twimg.com/profile_images/2488407090/1zt6ddkd1aym596gs363_normal.jpeg,8,Madhusudan Katti,leafwarbler,http://topsy.com/twitter/leafwarbler?utm_source=otter,twitter,http://twitter.com/leafwarbler,"Aug 13, 2012 19:57 (UTC)","Facts about the nature of urbanization, ecosystem services and biodiversity (week 1) http://t.co/Y7KFDaIc #storify #biodivercity #esa2012",0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,7,10.2696,"Facts about the nature of urbanization, ecosystem services and biodiversity (week 1) http://t.co/Y7KFDaIc #storify #biodivercity #esa2012","Aug 13, 2012 19:57 (UTC)",2,tweet,http://twitter.com/leafwarbler/status/235102913712775168
